,School_Name,District,Latitude,Longitude,Address,Student_Attendance_Rate,Average_ELA_Proficiency,Average_Math_Proficiency,avg_math_ela,borough
871,P.S. 123,27,40.678902,-73.795555,"145-01 119TH AVE SOUTH OZONE PARK, NY 11436",0.93,2.35,2.54,2.4450000000000003,5
872,P.S. 124 OSMOND A CHURCH,27,40.665478,-73.811093,"129-15 150TH AVE SOUTH OZONE PARK, NY 11420",0.95,2.64,2.86,2.75,5
873,M.S. 137 AMERICA'S SCHOOL OF HEROES,27,40.67807,-73.839652,"109-15 98TH ST OZONE PARK, NY 11417",0.93,2.68,2.81,2.745,5
874,P.S. 146 HOWARD BEACH,27,40.659866,-73.835156,"98-01 159TH AVE HOWARD BEACH, NY 11414",0.94,2.7,2.88,2.79,5
875,P.S. 155,27,40.679531,-73.810685,"130-02 115TH AVE SOUTH OZONE PARK, NY 11420",0.95,2.66,2.79,2.725,5
876,P.S. 183 DR. RICHARD R. GREEN,27,40.588936,-73.805282,"2-45 BEACH 79TH ST ROCKAWAY BEACH, NY 11693",0.9,2.16,2.08,2.12,5
877,P.S. 197 THE OCEAN SCHOOL,27,40.599988,-73.743995,"825 HICKSVILLE RD FAR ROCKAWAY, NY 11691",0.91,2.06,2.22,2.14,5
878,J.H.S. 202 ROBERT H. GODDARD,27,40.670886,-73.845674,"138-30 LAFAYETTE ST OZONE PARK, NY 11417",0.95,2.63,2.63,2.63,5
879,P.S. 207 ROCKWOOD PARK,27,40.657832,-73.844039,"159-15 88TH ST HOWARD BEACH, NY 11414",0.95,2.87,3.06,2.965,5
880,J.H.S. 210 ELIZABETH BLACKWELL,27,40.684802,-73.847569,"93-11 101ST AVE OZONE PARK, NY 11416",0.93,2.58,2.67,2.625,5
881,P.S. 223 LYNDON B. JOHNSON,27,40.674555,-73.790212,"125-20 SUTPHIN BLVD JAMAICA, NY 11436",0.93,2.45,2.52,2.4850000000000003,5
882,J.H.S. 226 VIRGIL I. GRISSOM,27,40.675063,-73.816692,"121-10 ROCKAWAY BLVD SOUTH OZONE PARK, NY 11420",0.93,2.37,2.34,2.355,5
883,P.S. 232 LINDENWOOD,27,40.66585,-73.851027,"153-23 83RD ST HOWARD BEACH, NY 11414",0.95,2.87,2.97,2.92,5
884,P.S. 253,27,40.607296,-73.748812,"1307 CENTRAL AVE FAR ROCKAWAY, NY 11691",0.94,2.29,2.57,2.4299999999999997,5
885,P.S. 254 - THE ROSA PARKS SCHOOL,27,40.697177,-73.847866,"84-40 101ST ST RICHMOND HILL, NY 11418",0.95,2.83,3.32,3.075,5
886,CHANNEL VIEW SCHOOL FOR RESEARCH,27,40.586666,-73.823435,"100-00 BEACH CHANNEL DR ROCKAWAY PARK, NY 11694",0.95,2.63,2.47,2.55,5
887,P.S. 273,27,40.693524,-73.844578,"88-07 102ND ST RICHMOND HILL, NY 11418",0.94,2.56,2.78,2.67,5
888,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,27,40.601532,-73.763979,"8-21 BAY 25TH ST FAR ROCKAWAY, NY 11691",0.98,2.64,2.47,2.555,5
889,HAWTREE CREEK MIDDLE SCHOOL,27,40.675063,-73.816692,"121-10 ROCKAWAY BLVD SOUTH OZONE PARK, NY 11420",0.95,2.48,2.46,2.4699999999999998,5
890,NEW YORK CITY ACADEMY FOR DISCOVERY,27,40.69146,-73.848566,"95-16 89TH AVE WOODHAVEN, NY 11421",0.94,2.43,2.72,2.575,5
891,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,27,40.601532,-73.763979,"8-21 BAY 25TH ST FAR ROCKAWAY, NY 11691",0.93,2.29,2.17,2.23,5
892,WATERSIDE CHILDREN'S STUDIO SCHOOL,27,40.579602,-73.831079,"1-90 BEACH 110TH ST ROCKAWAY PARK, NY 11694",0.94,2.4,2.51,2.455,5
893,WATERSIDE SCHOOL FOR LEADERSHIP,27,40.579602,-73.831079,"1-90 BEACH 110TH ST ROCKAWAY PARK, NY 11694",0.93,2.3,2.16,2.23,5
894,VILLAGE ACADEMY,27,40.603951,-73.749868,"10-45 NAMEOKE ST FAR ROCKAWAY, NY 11691",0.93,2.16,2.18,2.17,5
895,SCHOLARS' ACADEMY,27,40.58445,-73.82517,"320 BEACH 104TH ST ROCKAWAY PARK, NY 11694",0.97,3.7,3.85,3.7750000000000004,5
896,GOLDIE MAPLE ACADEMY,27,40.591349,-73.786189,"3-65 BEACH 56TH ST ARVERNE, NY 11692",0.96,2.57,2.62,2.5949999999999998,5
897,WAVE PREPARATORY ELEMENTARY SCHOOL,27,40.599704,-73.758355,"535 BRIAR PL FAR ROCKAWAY, NY 11691",0.94,2.34,2.4,2.37,5
898,J.H.S. 008 RICHARD S. GROSSLEY,28,40.696913,-73.786396,"108-35 167TH ST JAMAICA, NY 11433",0.9,2.21,2.14,2.175,5
899,P.S. 040 SAMUEL HUNTINGTON,28,40.693996,-73.790818,"109-20 UNION HALL ST JAMAICA, NY 11433",0.91,2.26,2.38,2.32,5
900,P.S. 048 WILLIAM WORDSWORTH,28,40.693571,-73.796189,"108-29 155TH ST JAMAICA, NY 11433",0.93,2.53,2.53,2.53,5
901,P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,28,40.694854,-73.806837,"143-26 101ST AVE JAMAICA, NY 11435",0.93,2.55,2.76,2.655,5
902,P.S. 054 HILLSIDE,28,40.702681,-73.824185,"86-02 127TH ST RICHMOND HILL, NY 11418",0.93,2.35,2.7,2.5250000000000004,5
903,P.S. 055 MAURE,28,40.6936,-73.816147,"131-10 97TH AVE RICHMOND HILL, NY 11418",0.94,2.65,2.84,2.745,5
904,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,28,40.675061,-73.77561,"133-25 GUY R BREWER BLVD JAMAICA, NY 11434",0.89,2.27,2.21,2.24,5
905,P.S. 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,28,40.673264,-73.769014,"171-05 137TH AVE JAMAICA, NY 11434",0.94,2.26,2.45,2.355,5
906,P.S. 082 HAMMOND,28,40.704103,-73.811784,"88-02 144TH ST JAMAICA, NY 11435",0.94,2.34,2.42,2.38,5
907,P.S. Q086,28,40.709456,-73.803563,"87-41 PARSONS BLVD JAMAICA, NY 11432",0.94,2.6,2.91,2.755,5
908,P.S. 099 KEW GARDENS,28,40.711486,-73.827742,"82-37 KEW GARDENS RD KEW GARDENS, NY 11415",0.95,2.8,3.22,3.01,5
909,P.S. 101 SCHOOL IN THE GARDENS,28,40.715537,-73.843379,"2 RUSSELL PL FOREST HILLS, NY 11375",0.96,3.23,3.54,3.385,5
910,P.S. 117 J. KELD / BRIARWOOD SCHOOL,28,40.710231,-73.813057,"85-15 143RD ST JAMAICA, NY 11435",0.93,2.55,2.88,2.715,5
911,P.S. 121 QUEENS,28,40.684009,-73.815955,"126-10 109TH AVE SOUTH OZONE PARK, NY 11420",0.93,2.78,3.21,2.995,5
912,P.S. 139 REGO PARK,28,40.727995,-73.862551,"93-06 63RD DR REGO PARK, NY 11374",0.96,2.79,3.16,2.975,5
913,P.S. 140 EDWARD K ELLINGTON,28,40.689923,-73.783228,"116-00 166TH ST JAMAICA, NY 11434",0.92,2.19,2.25,2.2199999999999998,5
914,P.S. 144 COL JEROMUS REMSEN,28,40.715052,-73.852943,"93-02 69TH AVE FOREST HILLS, NY 11375",0.96,3.14,3.38,3.26,5
915,J.H.S. 157 STEPHEN A. HALSEY,28,40.732287,-73.853054,"63-55 102ND ST REGO PARK, NY 11374",0.95,2.95,3.19,3.0700000000000003,5
916,P.S. 160 WALTER FRANCIS BISHOP,28,40.688017,-73.799965,"109-59 INWOOD ST JAMAICA, NY 11435",0.92,2.34,2.43,2.385,5
917,P.S. 161 ARTHUR ASHE SCHOOL,28,40.690426,-73.821065,"101-33 124TH ST JAMAICA, NY 11419",0.94,2.86,2.98,2.92,5
918,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,28,40.712046,-73.861195,"91-30 METROPOLITAN AVE REGO PARK, NY 11374",0.96,2.77,2.66,2.715,5
919,P.S. 174 WILLIAM SIDNEY MOUNT,28,40.720572,-73.861471,"65-10 DIETERLE CRES REGO PARK, NY 11374",0.95,3.0,3.27,3.135,5
920,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,28,40.731005,-73.852189,"64-35 102ND ST REGO PARK, NY 11374",0.95,2.78,3.08,2.9299999999999997,5
921,P.S. 182 SAMANTHA SMITH,28,40.706506,-73.803188,"153-27 88TH AVE JAMAICA, NY 11432",0.93,2.33,2.39,2.3600000000000003,5
922,J.H.S. 190 RUSSELL SAGE,28,40.723014,-73.851845,"68-17 AUSTIN ST FOREST HILLS, NY 11375",0.95,2.85,3.03,2.94,5
923,P.S. 196 GRAND CENTRAL PARKWAY,28,40.722976,-73.837726,"71-25 113TH ST FOREST HILLS, NY 11375",0.96,3.39,3.74,3.5650000000000004,5
924,P.S. 206 THE HORACE HARDING SCHOOL,28,40.734734,-73.860797,"61-02 98TH ST REGO PARK, NY 11374",0.95,2.47,2.62,2.545,5
925,J.H.S. 217 ROBERT A. VAN WYCK,28,40.710509,-73.811875,"85-05 144TH ST JAMAICA, NY 11435",0.93,2.64,2.64,2.64,5
926,P.S. 220 EDWARD MANDEL,28,40.7365,-73.851845,"62-10 108TH ST FOREST HILLS, NY 11375",0.95,2.66,2.97,2.8150000000000004,5
927,YORK EARLY COLLEGE ACADEMY,28,40.696913,-73.786396,"108-35 167TH ST JAMAICA, NY 11433",0.96,2.92,3.13,3.025,5
928,THE EMERSON SCHOOL,28,40.696913,-73.786396,"108-35 167TH ST JAMAICA, NY 11433",0.93,2.22,2.3,2.26,5
929,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,28,40.713395,-73.797066,"167-01 GOTHIC DR JAMAICA, NY 11432",0.95,2.47,2.53,2.5,5
930,REDWOOD MIDDLE SCHOOL,28,40.675061,-73.77561,"133-25 GUY R BREWER BLVD JAMAICA, NY 11434",0.94,2.37,2.44,2.4050000000000002,5
931,THE JERMAINE L. GREEN STEM INSTITUTE OF QUEENS,28,40.679787,-73.774018,"126-10 BEDELL ST JAMAICA, NY 11434",0.93,2.28,2.43,2.355,5
932,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,28,40.71855,-73.805991,"160-20 GOETHALS AVE JAMAICA, NY 11432",0.98,3.43,3.53,3.48,5
933,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",28,40.708431,-73.804196,"150-91 87TH RD JAMAICA, NY 11432",0.96,3.06,3.0,3.0300000000000002,5
934,P.S. 015 JACKIE ROBINSON,29,40.685998,-73.756807,"121-15 LUCAS ST SPRINGFIELD GARDENS, NY 11413",0.94,2.51,2.72,2.615,5
935,P.S. 033 EDWARD M. FUNK,29,40.727164,-73.73409,"91-37 222ND ST QUEENS VILLAGE, NY 11428",0.94,2.66,2.69,2.675,5
936,P.S. 034 JOHN HARVARD,29,40.71089,-73.737967,"104-12 SPRINGFIELD BLVD QUEENS VILLAGE, NY 11428",0.94,2.52,2.65,2.585,5
937,P.S. 035 NATHANIEL WOODHULL,29,40.713433,-73.768881,"191-02 90TH AVE HOLLIS, NY 11423",0.93,2.44,2.71,2.575,5
938,P.S. 036 SAINT ALBANS SCHOOL,29,40.690773,-73.763989,"187-01 FOCH BLVD SAINT ALBANS, NY 11412",0.93,2.48,2.51,2.495,5
939,CYNTHIA JENKINS SCHOOL,29,40.676251,-73.758597,"179-37 137TH AVE JAMAICA, NY 11434",0.93,2.52,2.46,2.49,5
940,P.S. 038 ROSEDALE,29,40.671631,-73.733976,"135-21 241ST ST ROSEDALE, NY 11422",0.94,2.45,2.59,2.52,5
941,P.S. 052 QUEENS,29,40.661251,-73.766923,"178-37 146TH TERRACE JAMAICA, NY 11434",0.91,2.44,2.36,2.4,5
942,I.S. 059 SPRINGFIELD GARDENS,29,40.681888,-73.753044,"132-55 RIDGEDALE ST SPRINGFIELD GARDENS, NY 11413",0.93,2.38,2.3,2.34,5
943,P.S. 095 EASTWOOD,29,40.710718,-73.783055,"179-01 90TH AVE JAMAICA, NY 11432",0.93,2.77,2.81,2.79,5
944,JEAN NUZZI INTERMEDIATE SCHOOL,29,40.720412,-73.746572,"213-10 92ND AVE QUEENS VILLAGE, NY 11428",0.94,2.53,2.55,2.54,5
945,P.S./I.S. 116 WILLIAM C. HUGHLEY,29,40.70076,-73.781916,"107-25 WREN PL JAMAICA, NY 11433",0.91,2.26,2.24,2.25,5
946,P.S. 118 LORRAINE HANSBERRY,29,40.703442,-73.765375,"190-20 109TH RD HOLLIS, NY 11423",0.92,2.39,2.47,2.43,5
947,P.S. 131 ABIGAIL ADAMS,29,40.716997,-73.793918,"170-45 84TH AVE JAMAICA, NY 11432",0.95,2.99,3.34,3.165,5
948,P.S. 132 RALPH BUNCHE,29,40.681992,-73.749505,"132-15 218TH ST SPRINGFIELD GARDENS, NY 11413",0.94,2.57,2.84,2.705,5
949,P.S. 134 HOLLIS,29,40.70796,-73.755348,"203-02 109TH AVE HOLLIS, NY 11423",0.92,2.4,2.32,2.36,5
950,THE BELLAIRE SCHOOL,29,40.72012,-73.757425,"207-11 89TH AVE QUEENS VILLAGE, NY 11427",0.94,2.7,2.71,2.705,5
951,P.S. 136 ROY WILKINS,29,40.698936,-73.752691,"201-15 115TH AVE SAINT ALBANS, NY 11412",0.94,2.47,2.34,2.4050000000000002,5
952,P.S./M.S. 138 SUNRISE,29,40.659983,-73.734434,"251-11 WELLER AVE ROSEDALE, NY 11422",0.94,2.27,2.16,2.215,5
953,P.S./M.S. 147 RONALD MCNAIR,29,40.698026,-73.740151,"218-01 116TH AVE CAMBRIA HEIGHTS, NY 11411",0.92,2.41,2.29,2.35,5
954,P.S. 156 LAURELTON,29,40.672087,-73.743438,"229-02 137TH AVE SPRINGFIELD GARDENS, NY 11413",0.91,2.37,2.26,2.315,5
955,P.S. 176 CAMBRIA HEIGHTS,29,40.68487,-73.729678,"120-45 235TH ST CAMBRIA HEIGHTS, NY 11411",0.96,3.0,2.93,2.965,5
956,P.S. 181 BROOKFIELD,29,40.656203,-73.753128,"148-15 230TH ST SPRINGFIELD GARDENS, NY 11413",0.93,2.43,2.42,2.425,5
957,I.S. 192 THE LINDEN,29,40.706768,-73.753793,"109-89 204TH ST SAINT ALBANS, NY 11412",0.94,2.32,2.13,2.2249999999999996,5
958,P.S. 195 WILLIAM HABERLE,29,40.652625,-73.735205,"253-50 149TH AVE ROSEDALE, NY 11422",0.94,2.39,2.22,2.305,5
959,P.S./I.S. 208,26,40.744184,-73.727581,"74-30 COMMONWLTH BLVD BELLEROSE, NY 11426",0.96,2.86,2.92,2.8899999999999997,5
960,I.S. 238 - SUSAN B. ANTHONY ACADEMY,29,40.712772,-73.780173,"88-15 182ND ST HOLLIS, NY 11423",0.93,2.34,2.33,2.335,5
961,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,29,40.706768,-73.753793,"109-89 204TH ST SAINT ALBANS, NY 11412",0.96,2.54,2.24,2.39,5
962,P.S./I.S. 268,29,40.707652,-73.785219,"92-07 175TH ST JAMAICA, NY 11433",0.94,2.69,2.71,2.7,5
963,THE GORDON PARKS SCHOOL,29,40.674937,-73.736741,"233-15 MERRICK BLVD ROSEDALE, NY 11422",0.96,2.66,2.63,2.645,5
964,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,29,40.668105,-73.757899,"143-10 SPRINGFIELD BLVD SPRINGFIELD GARDENS, NY 11413",0.97,2.68,2.6,2.64,5
965,QUEENS UNITED MIDDLE SCHOOL,29,40.672087,-73.743438,"229-02 137TH AVE SPRINGFIELD GARDENS, NY 11413",0.95,2.34,2.18,2.26,5
966,P.S./I.S. 295,29,40.72073,-73.731394,"222-14 JAMAICA AVE QUEENS VILLAGE, NY 11428",0.96,2.82,2.85,2.835,5
967,EAGLE ACADEMY FOR YOUNG MEN III,29,40.691665,-73.778987,"171-10 LINDEN BLVD JAMAICA, NY 11434",0.93,2.41,2.42,2.415,5
968,COLLABORATIVE ARTS MIDDLE SCHOOL,29,40.664858,-73.759088,"145-00 SPRINGFIELD BLVD SPRINGFIELD GARDENS, NY 11413",0.92,2.21,2.13,2.17,5
969,COMMUNITY VOICES MIDDLE SCHOOL,29,40.664858,-73.759088,"145-00 SPRINGFIELD BLVD SPRINGFIELD GARDENS, NY 11413",0.92,2.24,2.13,2.185,5
970,P.S. 002 ALFRED ZIMBERG,30,40.7697,-73.89414,"75-10 21ST AVE JACKSON HEIGHTS, NY 11372",0.94,2.79,3.04,2.915,5
971,I.S. 010 HORACE GREELEY,30,40.759518,-73.912499,"45-11 31ST AVE LONG ISLAND CITY, NY 11103",0.94,2.59,2.76,2.675,5
972,P.S. 011 KATHRYN PHELAN,30,40.745517,-73.909077,"54-25 SKILLMAN AVE WOODSIDE, NY 11377",0.95,2.76,2.95,2.855,5
973,P.S. 017 HENRY DAVID THOREAU,30,40.768259,-73.922754,"28-37 29TH ST LONG ISLAND CITY, NY 11102",0.94,2.36,2.51,2.4349999999999996,5
974,P.S. 069 JACKSON HEIGHTS,30,40.748799,-73.888464,"77-02 37TH AVE JACKSON HEIGHTS, NY 11372",0.97,2.88,3.07,2.9749999999999996,5
975,P.S. 070,30,40.761734,-73.913973,"30-45 42ND ST LONG ISLAND CITY, NY 11103",0.95,2.72,2.91,2.8150000000000004,5
976,P.S. 076 WILLIAM HALLET,30,40.760848,-73.941632,"36-36 10TH ST LONG ISLAND CITY, NY 11106",0.93,2.23,2.44,2.335,5
977,P.S./I.S. 78Q,30,40.744465,-73.957666,"48-09 CENTER BLVD LONG ISLAND CITY, NY 11109",0.95,2.94,3.06,3.0,5
978,P.S. 084 STEINWAY,30,40.771182,-73.906108,"22-45 41ST ST ASTORIA, NY 11105",0.94,2.58,2.72,2.6500000000000004,5
979,P.S. 085 JUDGE CHARLES VALLONE,30,40.773009,-73.914843,"23-70 31ST ST LONG ISLAND CITY, NY 11105",0.94,3.11,3.35,3.23,5
980,P.S. 092 HARRY T. STEWART SR.,30,40.755511,-73.868676,"99-01 34TH AVE CORONA, NY 11368",0.96,2.18,2.37,2.2750000000000004,5
981,P.S. 111 JACOB BLACKWELL,30,40.75855,-73.939237,"37-15 13TH ST LONG ISLAND CITY, NY 11101",0.89,2.06,2.03,2.045,5
982,P.S. 112 DUTCH KILLS,30,40.757217,-73.933922,"25-05 37TH AVE LONG ISLAND CITY, NY 11101",0.94,2.39,2.62,2.505,5
983,P.S. 122 MAMIE FAY,30,40.780311,-73.91658,"21-21 DITMARS BLVD ASTORIA, NY 11105",0.96,3.38,3.52,3.45,5
984,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,30,40.766101,-73.929913,"31-51 21ST ST LONG ISLAND CITY, NY 11106",0.94,2.46,2.51,2.485,5
985,P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,30,40.764979,-73.871196,"98-01 25TH AVE EAST ELMHURST, NY 11369",0.94,2.35,2.42,2.385,5
986,I.S. 141 THE STEINWAY,30,40.775893,-73.904564,"37-11 21ST AVE LONG ISLAND CITY, NY 11105",0.95,2.87,3.03,2.95,5
987,I.S. 145 JOSEPH PULITZER,30,40.754326,-73.887594,"33-34 80TH ST JACKSON HEIGHTS, NY 11372",0.96,2.43,2.57,2.5,5
988,P.S. 148 QUEENS,30,40.758364,-73.879173,"89-02 32ND AVE EAST ELMHURST, NY 11369",0.95,2.49,2.71,2.6,5
989,P.S. 149 CHRISTA MCAULIFFE,30,40.755297,-73.874426,"93-11 34TH AVE JACKSON HEIGHTS, NY 11372",0.96,2.49,2.84,2.665,5
990,P.S. 150 QUEENS,30,40.745747,-73.92332,"40-01 43RD AVE LONG ISLAND CITY, NY 11104",0.95,2.89,3.27,3.08,5
991,P.S. 151 MARY D. CARTER,30,40.757671,-73.908368,"50-05 31ST AVE WOODSIDE, NY 11377",0.93,2.28,2.44,2.36,5
992,P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL,30,40.753093,-73.90053,"33-52 62ND ST WOODSIDE, NY 11377",0.97,2.75,3.04,2.895,5
993,P.S. 166 HENRY GRADSTEIN,30,40.757499,-73.926238,"33-09 35TH AVE LONG ISLAND CITY, NY 11106",0.95,2.84,3.08,2.96,5
994,P.S. 171 PETER G. VAN ALST,30,40.771098,-73.929462,"14-14 29TH AVE LONG ISLAND CITY, NY 11102",0.92,2.21,2.45,2.33,5
995,I.S. 204 OLIVER W. HOLMES,30,40.756628,-73.932648,"36-41 28TH ST LONG ISLAND CITY, NY 11106",0.93,2.52,2.66,2.59,5
996,P.S. 212,30,40.753191,-73.8849,"34-25 82ND ST JACKSON HEIGHTS, NY 11372",0.95,2.64,2.94,2.79,5
997,I.S. 227 LOUIS ARMSTRONG,30,40.757692,-73.874171,"32-02 JUNCTION BLVD EAST ELMHURST, NY 11369",0.97,2.91,3.2,3.055,5
998,I.S. 230,30,40.75264,-73.892841,"73-10 34TH AVE JACKSON HEIGHTS, NY 11372",0.96,2.79,3.12,2.955,5
999,P.S. 234,30,40.766925,-73.923054,"30-15 29TH ST ASTORIA, NY 11102",0.95,2.62,2.73,2.675,5
1000,ACADEMY FOR NEW AMERICANS,30,40.766708,-73.923052,"30-14 30TH ST ASTORIA, NY 11102",0.96,1.91,2.34,2.125,5
1001,P.S. 280,30,40.753821,-73.873937,"34-20 94TH ST JACKSON HEIGHTS, NY 11372",0.96,2.28,2.57,2.425,5
1002,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",30,40.771319,-73.924184,"23-15 NEWTOWN AVE LONG ISLAND CITY, NY 11105",0.97,2.88,2.88,2.88,5
1003,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,30,40.74308,-73.959251,"1-50 51ST AVE LONG ISLAND CITY, NY 11101",0.94,2.68,2.8,2.74,5
1004,THE 30TH AVENUE SCHOOL (G&T CITYWIDE),30,40.768259,-73.922754,"28-37 29TH ST ASTORIA, NY 11102",0.96,3.73,3.99,3.8600000000000003,5
1005,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,30,40.755048,-73.926963,"34-12 36TH AVE LONG ISLAND CITY, NY 11106",0.98,3.91,4.07,3.99,5
1006,P.S. 001 TOTTENVILLE,31,40.508835,-74.244025,"58 SUMMIT ST STATEN ISLAND, NY 10307",0.94,2.85,2.81,2.83,4
1007,I.S. R002 GEORGE L. EGBERT,31,40.577094,-74.10015,"333 MIDLAND AVE STATEN ISLAND, NY 10306",0.93,2.7,2.6,2.6500000000000004,4
1008,P.S. 003 THE MARGARET GIOIOSA SCHOOL,31,40.520825,-74.211845,"80 S GOFF AVE STATEN ISLAND, NY 10309",0.95,2.84,3.15,2.995,4
1009,P.S. 004 MAURICE WOLLIN,31,40.552373,-74.195516,"200 NEDRA LANE STATEN ISLAND, NY 10312",0.94,2.78,2.86,2.82,4
1010,P.S. 005 HUGUENOT,31,40.529697,-74.187532,"348 DEISIUS ST STATEN ISLAND, NY 10312",0.96,3.2,3.35,3.2750000000000004,4
1011,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,31,40.510274,-74.230429,"555 PAGE AVE STATEN ISLAND, NY 10307",0.95,2.52,2.88,2.7,4
1012,I.S. 007 ELIAS BERNSTEIN,31,40.52409,-74.186183,"1270 HUGUENOT AVE STATEN ISLAND, NY 10312",0.94,3.1,3.22,3.16,4
1013,P.S. 8 SHIRLEE SOLOMON,31,40.547645,-74.151951,"112 LINDENWOOD RD STATEN ISLAND, NY 10308",0.95,2.9,3.1,3.0,4
1014,P.S. 11 THOMAS DONGAN SCHOOL,31,40.590709,-74.097904,"50 JEFFERSON ST STATEN ISLAND, NY 10304",0.94,2.52,2.63,2.575,4
1015,P.S. 013 M. L. LINDEMEYER,31,40.613146,-74.06915,"191 VERMONT AVE STATEN ISLAND, NY 10305",0.94,2.48,2.76,2.62,4
1016,P.S. 016 JOHN J. DRISCOLL,31,40.639729,-74.079582,"80 MONROE AVE STATEN ISLAND, NY 10301",0.92,2.15,2.18,2.165,4
1017,P.S. 018 JOHN G. WHITTIER,31,40.636543,-74.116882,"221 BROADWAY STATEN ISLAND, NY 10310",0.92,2.15,2.34,2.245,4
1018,P.S. 019 THE CURTIS SCHOOL,31,40.630563,-74.126888,"780 POST AVE STATEN ISLAND, NY 10310",0.93,2.36,2.53,2.445,4
1019,P.S. 020 PORT RICHMOND,31,40.636739,-74.132576,"161 PARK AVE STATEN ISLAND, NY 10302",0.94,2.16,2.32,2.24,4
1020,P.S. 21 MARGARET EMERY-ELM PARK,31,40.631307,-74.144611,"168 HOOKER PL STATEN ISLAND, NY 10302",0.93,2.2,2.36,2.2800000000000002,4
1021,P.S. 022 GRANITEVILLE,31,40.624959,-74.150648,"1860 FOREST AVE STATEN ISLAND, NY 10303",0.93,2.44,2.65,2.545,4
1022,P.S. 023 RICHMONDTOWN,31,40.570691,-74.133509,"30 NATICK ST STATEN ISLAND, NY 10306",0.95,3.0,3.29,3.145,4
1023,I.S. 024 MYRA S. BARNES,31,40.545793,-74.145561,"225 CLEVELAND AVE STATEN ISLAND, NY 10308",0.94,2.85,2.88,2.865,4
1024,P.S. 026 THE CARTERET SCHOOL,31,40.59156,-74.190234,"4108 VICTORY BLVD STATEN ISLAND, NY 10314",0.95,2.65,2.87,2.76,4
1025,I.S. 027 ANNING S. PRALL,31,40.628284,-74.117592,"11 CLOVE LAKE PL STATEN ISLAND, NY 10310",0.92,2.64,2.53,2.585,4
1026,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,31,40.620483,-74.080771,"101 WARREN ST STATEN ISLAND, NY 10304",0.93,2.38,2.43,2.4050000000000002,4
1027,P.S. 029 BARDWELL,31,40.613944,-74.116236,"1581 VICTORY BLVD STATEN ISLAND, NY 10314",0.95,2.89,3.06,2.975,4
1028,P.S. 030 WESTERLEIGH,31,40.618028,-74.133161,"200 WARDWELL AVE STATEN ISLAND, NY 10314",0.95,2.85,3.12,2.9850000000000003,4
1029,P.S. 031 WILLIAM T. DAVIS,31,40.641954,-74.085457,"55 LAYTON AVE STATEN ISLAND, NY 10301",0.9,2.12,2.18,2.1500000000000004,4
1030,P.S. 032 THE GIFFORD SCHOOL,31,40.555229,-74.154172,"32 ELVERTON AVE STATEN ISLAND, NY 10308",0.95,2.74,2.94,2.84,4
1031,I.S. 034 TOTTENVILLE,31,40.507803,-74.243221,"528 ACADEMY AVE STATEN ISLAND, NY 10307",0.93,3.0,3.02,3.01,4
1032,P.S. 35 THE CLOVE VALLEY SCHOOL,31,40.613578,-74.098959,"60 FOOTE AVE STATEN ISLAND, NY 10301",0.94,3.13,3.32,3.2249999999999996,4
1033,P.S. 036 J. C. DRUMGOOLE,31,40.543238,-74.182578,"255 IONIA AVE STATEN ISLAND, NY 10312",0.95,3.06,3.14,3.1,4
1034,P.S. 038 GEORGE CROMWELL,31,40.574938,-74.099425,"421 LINCOLN AVE STATEN ISLAND, NY 10306",0.95,2.75,2.88,2.815,4
1035,P.S. 39 FRANCIS J. MURPHY JR.,31,40.597613,-74.071405,"71 SAND LN STATEN ISLAND, NY 10305",0.94,2.57,2.68,2.625,4
1036,THE STEPHANIE A. VIERNO SCHOOL,31,40.573922,-74.10908,"216 CLAWSON ST STATEN ISLAND, NY 10306",0.94,2.75,2.87,2.81,4
1037,P.S. 042 ELTINGVILLE,31,40.552214,-74.16904,"380 GENESEE AVE STATEN ISLAND, NY 10312",0.95,2.87,3.01,2.94,4
1038,P.S. 044 THOMAS C. BROWN,31,40.631586,-74.157068,"80 MAPLE PKWY STATEN ISLAND, NY 10303",0.91,2.11,2.18,2.145,4
